[15:30:45] [User Authenticator #7/INFO]: UUID of player Pasta_Shock is 8cbc443f-3099-4b85-bd98-82849824c87c
[15:30:45] [Server thread/INFO]: Pasta_Shock[/192.168.2.7:61286] logged in with entity id 62502 at (-163.02046368562085, 63.0, 225.32326804236044)
[15:30:45] [Server thread/INFO]: Pasta_Shock joined the game
[15:30:48] [Server thread/WARN]: Keeping entity minecraft:pig that already exists with UUID c56f7640-c503-4a05-b79a-b19557ff1d7a
[15:30:50] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5104ms behind, skipping 102 tick(s)
[15:31:28] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2697ms behind, skipping 53 tick(s)
[15:32:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2465ms behind, skipping 49 tick(s)
[15:32:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3090ms behind, skipping 61 tick(s)
[15:33:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2817ms behind, skipping 56 tick(s)
[15:34:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2765ms behind, skipping 55 tick(s)
[15:35:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2661ms behind, skipping 53 tick(s)
[15:36:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2635ms behind, skipping 52 tick(s)
[15:36:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2574ms behind, skipping 51 tick(s)
[15:37:33] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2541ms behind, skipping 50 tick(s)
[15:38:19] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2850ms behind, skipping 57 tick(s)
[15:38:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2452ms behind, skipping 49 tick(s)
[15:39:06] [Server thread/WARN]: Pasta_Shock moved too quickly! 9.940138566819314,0.0,-1.679751618812304
[15:39:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3681ms behind, skipping 73 tick(s)
[15:39:26] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2646ms behind, skipping 52 tick(s)
[15:39:51] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2077ms behind, skipping 41 tick(s)
[15:40:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3997ms behind, skipping 79 tick(s)
[15:40:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 11986ms behind, skipping 239 tick(s)
[15:40:49] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 6654ms behind, skipping 133 tick(s)
[15:41:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4185ms behind, skipping 83 tick(s)
[15:41:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2618ms behind, skipping 52 tick(s)
[15:41:44] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3864ms behind, skipping 77 tick(s)
[15:42:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2533ms behind, skipping 50 tick(s)
[15:42:18] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2040ms behind, skipping 40 tick(s)
[15:42:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5638ms behind, skipping 112 tick(s)
[15:42:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5424ms behind, skipping 108 tick(s)
[15:43:09] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3611ms behind, skipping 72 tick(s)
[15:43:26] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5272ms behind, skipping 105 tick(s)
[15:43:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2124ms behind, skipping 42 tick(s)
[15:44:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2778ms behind, skipping 55 tick(s)
[15:44:20] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5166ms behind, skipping 103 tick(s)
[15:44:34] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4617ms behind, skipping 92 tick(s)
[15:44:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4235ms behind, skipping 84 tick(s)
[15:45:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 6344ms behind, skipping 126 tick(s)
[15:45:18] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[15:45:23] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3664ms behind, skipping 73 tick(s)
[15:45:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4937ms behind, skipping 98 tick(s)
[15:45:57] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2333ms behind, skipping 46 tick(s)
[15:46:34] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 16406ms behind, skipping 328 tick(s)
[15:46:36] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2167ms behind, skipping 43 tick(s)
[15:46:53] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3488ms behind, skipping 69 tick(s)
[15:47:15] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5832ms behind, skipping 116 tick(s)
[15:47:50] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2736ms behind, skipping 54 tick(s)
[15:48:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2583ms behind, skipping 51 tick(s)
[15:49:21] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2527ms behind, skipping 50 tick(s)
[15:50:06] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2573ms behind, skipping 51 tick(s)
[15:50:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2492ms behind, skipping 49 tick(s)
[15:51:37] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2708ms behind, skipping 54 tick(s)
[15:52:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3195ms behind, skipping 63 tick(s)
[15:52:41] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2967ms behind, skipping 59 tick(s)
[15:53:10] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2628ms behind, skipping 52 tick(s)
[15:53:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2745ms behind, skipping 54 tick(s)
[15:54:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2929ms behind, skipping 58 tick(s)
[15:55:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2590ms behind, skipping 51 tick(s)
[15:56:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2832ms behind, skipping 56 tick(s)
[15:56:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2735ms behind, skipping 54 tick(s)
[15:57:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2714ms behind, skipping 54 tick(s)
[15:58:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2830ms behind, skipping 56 tick(s)
[15:59:18] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3523ms behind, skipping 70 tick(s)
[16:00:04] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3308ms behind, skipping 66 tick(s)
[16:00:20] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2524ms behind, skipping 50 tick(s)
[16:00:51] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3700ms behind, skipping 74 tick(s)
[16:01:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3337ms behind, skipping 66 tick(s)
[16:02:25] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4173ms behind, skipping 83 tick(s)
[16:02:39] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3133ms behind, skipping 62 tick(s)
[16:03:14] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4164ms behind, skipping 83 tick(s)
[16:03:28] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2322ms behind, skipping 46 tick(s)
[16:04:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3804ms behind, skipping 76 tick(s)
[16:04:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3436ms behind, skipping 68 tick(s)
[16:05:32] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2487ms behind, skipping 49 tick(s)
[16:06:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2779ms behind, skipping 55 tick(s)
[16:07:03] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2532ms behind, skipping 50 tick(s)
[16:07:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2422ms behind, skipping 48 tick(s)
[16:08:08] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2074ms behind, skipping 41 tick(s)
[16:08:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3078ms behind, skipping 61 tick(s)
[16:09:22] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4146ms behind, skipping 82 tick(s)
[16:10:09] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3498ms behind, skipping 69 tick(s)
[16:10:54] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2602ms behind, skipping 52 tick(s)
[16:11:39] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2493ms behind, skipping 49 tick(s)
[16:12:25] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2925ms behind, skipping 58 tick(s)
[16:13:12] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3468ms behind, skipping 69 tick(s)
[16:13:58] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2826ms behind, skipping 56 tick(s)
[16:14:16] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2179ms behind, skipping 43 tick(s)
[16:14:44] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3075ms behind, skipping 61 tick(s)
[16:15:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3549ms behind, skipping 70 tick(s)
[16:15:44] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[16:16:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3399ms behind, skipping 67 tick(s)
[16:17:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2765ms behind, skipping 55 tick(s)
[16:17:49] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3292ms behind, skipping 65 tick(s)
[16:18:05] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2822ms behind, skipping 56 tick(s)
[16:18:25] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2041ms behind, skipping 40 tick(s)
[16:18:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4395ms behind, skipping 87 tick(s)
[16:19:03] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2930ms behind, skipping 58 tick(s)
[16:19:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3111ms behind, skipping 62 tick(s)
[16:19:49] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4795ms behind, skipping 95 tick(s)
[16:20:15] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4205ms behind, skipping 84 tick(s)
[16:20:28] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2154ms behind, skipping 43 tick(s)
[16:20:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2102ms behind, skipping 42 tick(s)
[16:21:01] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3787ms behind, skipping 75 tick(s)
[16:21:16] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2476ms behind, skipping 49 tick(s)
[16:21:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3930ms behind, skipping 78 tick(s)
[16:22:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3043ms behind, skipping 60 tick(s)
[16:23:12] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2348ms behind, skipping 46 tick(s)
[16:23:30] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3502ms behind, skipping 70 tick(s)
[16:23:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2326ms behind, skipping 46 tick(s)
[16:24:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2561ms behind, skipping 51 tick(s)
[16:24:53] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2705ms behind, skipping 54 tick(s)
[16:25:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3486ms behind, skipping 69 tick(s)
[16:25:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2668ms behind, skipping 53 tick(s)
[16:26:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3406ms behind, skipping 68 tick(s)
[16:27:14] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3659ms behind, skipping 73 tick(s)
[16:27:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2156ms behind, skipping 43 tick(s)
[16:28:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4761ms behind, skipping 95 tick(s)
[16:28:16] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2184ms behind, skipping 43 tick(s)
[16:28:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3211ms behind, skipping 64 tick(s)
[16:29:33] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2900ms behind, skipping 58 tick(s)
[16:30:04] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[16:30:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3654ms behind, skipping 73 tick(s)
[16:30:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3774ms behind, skipping 75 tick(s)
[16:30:50] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2756ms behind, skipping 55 tick(s)
[16:31:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2302ms behind, skipping 46 tick(s)
[16:31:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2636ms behind, skipping 52 tick(s)
[16:31:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3378ms behind, skipping 67 tick(s)
[16:32:41] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3000ms behind, skipping 60 tick(s)
[16:33:08] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2213ms behind, skipping 44 tick(s)
[16:33:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3013ms behind, skipping 60 tick(s)
[16:34:14] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3644ms behind, skipping 72 tick(s)
[16:35:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2847ms behind, skipping 56 tick(s)
[16:35:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2698ms behind, skipping 53 tick(s)
[16:36:32] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3108ms behind, skipping 62 tick(s)
[16:37:19] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3912ms behind, skipping 78 tick(s)
[16:38:04] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2861ms behind, skipping 57 tick(s)
[16:38:50] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2567ms behind, skipping 51 tick(s)
[16:39:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2561ms behind, skipping 51 tick(s)
[16:40:21] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3202ms behind, skipping 64 tick(s)
[16:41:09] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3580ms behind, skipping 71 tick(s)
[16:41:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2108ms behind, skipping 42 tick(s)
[16:41:54] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2820ms behind, skipping 56 tick(s)
[16:42:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2080ms behind, skipping 41 tick(s)
[16:42:49] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4477ms behind, skipping 89 tick(s)
[16:43:29] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3503ms behind, skipping 70 tick(s)
[16:44:14] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2558ms behind, skipping 51 tick(s)
[16:44:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2438ms behind, skipping 48 tick(s)
[16:45:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2643ms behind, skipping 52 tick(s)
[16:46:30] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2583ms behind, skipping 51 tick(s)
[16:47:16] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2539ms behind, skipping 50 tick(s)
[16:48:01] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2603ms behind, skipping 52 tick(s)
[16:48:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2956ms behind, skipping 59 tick(s)
[16:49:33] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2350ms behind, skipping 47 tick(s)
[16:50:18] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2490ms behind, skipping 49 tick(s)
[16:51:04] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2528ms behind, skipping 50 tick(s)
[16:51:20] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3271ms behind, skipping 65 tick(s)
[16:51:50] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2382ms behind, skipping 47 tick(s)
[16:52:34] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2358ms behind, skipping 47 tick(s)
[16:52:49] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2063ms behind, skipping 41 tick(s)
[16:53:21] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2430ms behind, skipping 48 tick(s)
[16:54:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2705ms behind, skipping 54 tick(s)
[16:54:09] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[16:54:53] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2880ms behind, skipping 57 tick(s)
[16:55:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2547ms behind, skipping 50 tick(s)
[16:56:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2443ms behind, skipping 48 tick(s)
[16:57:10] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2837ms behind, skipping 56 tick(s)
[16:57:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2530ms behind, skipping 50 tick(s)
[16:58:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4105ms behind, skipping 82 tick(s)
[16:59:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2285ms behind, skipping 45 tick(s)
[16:59:30] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3418ms behind, skipping 68 tick(s)
[17:00:15] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2705ms behind, skipping 54 tick(s)
[17:01:01] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3174ms behind, skipping 63 tick(s)
[17:01:04] [Server thread/INFO]: Pasta_Shock lost connection: Disconnected
[17:01:04] [Server thread/INFO]: Pasta_Shock left the game
[17:10:49] [User Authenticator #8/INFO]: UUID of player Pasta_Shock is 8cbc443f-3099-4b85-bd98-82849824c87c
[17:10:50] [Server thread/INFO]: Pasta_Shock[/73.169.215.156:62541] logged in with entity id 133830 at (-162.63155584859044, 63.0, 222.107257199091)
[17:10:50] [Server thread/INFO]: Pasta_Shock joined the game
[17:10:53] [Server thread/WARN]: Keeping entity minecraft:pig that already exists with UUID c56f7640-c503-4a05-b79a-b19557ff1d7a
[17:10:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5238ms behind, skipping 104 tick(s)
[17:11:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2545ms behind, skipping 50 tick(s)
[17:12:20] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2279ms behind, skipping 45 tick(s)
[17:13:06] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2822ms behind, skipping 56 tick(s)
[17:13:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3047ms behind, skipping 60 tick(s)
[17:14:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3266ms behind, skipping 65 tick(s)
[17:15:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2728ms behind, skipping 54 tick(s)
[17:16:10] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2854ms behind, skipping 57 tick(s)
[17:16:56] [Server thread/WARN]: Pasta_Shock moved too quickly! 3.5092187848712797,-0.5,9.425692436962436
[17:16:57] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3389ms behind, skipping 67 tick(s)
[17:17:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3862ms behind, skipping 77 tick(s)
[17:18:14] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[17:18:29] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2914ms behind, skipping 58 tick(s)
[17:19:15] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2742ms behind, skipping 54 tick(s)
[17:20:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2616ms behind, skipping 52 tick(s)
[17:20:47] [Server thread/WARN]: Pasta_Shock moved too quickly! -9.825888399527742,2.0,0.94758185224822
[17:20:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3698ms behind, skipping 73 tick(s)
[17:21:30] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2495ms behind, skipping 49 tick(s)
[17:21:54] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5894ms behind, skipping 117 tick(s)
[17:22:22] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2593ms behind, skipping 51 tick(s)
[17:22:37] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2535ms behind, skipping 50 tick(s)
[17:23:04] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[17:23:11] [Server thread/WARN]: Pasta_Shock moved too quickly! 9.911901065059226,-1.0,1.5399009185009902
[17:23:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5892ms behind, skipping 117 tick(s)
[17:23:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2031ms behind, skipping 40 tick(s)
[17:23:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 9983ms behind, skipping 199 tick(s)
[17:24:16] [Server thread/WARN]: Pasta_Shock moved too quickly! 10.018838109289078,0.0,1.595314250660806
[17:24:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 13977ms behind, skipping 279 tick(s)
[17:24:21] [Server thread/WARN]: Keeping entity minecraft:pig that already exists with UUID c56f7640-c503-4a05-b79a-b19557ff1d7a
[17:24:23] [Server thread/WARN]: Keeping entity minecraft:chicken that already exists with UUID b23c74c0-4b5a-4bdf-bddf-06597e276403
[17:24:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4650ms behind, skipping 93 tick(s)
[17:24:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4442ms behind, skipping 88 tick(s)
[17:24:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4745ms behind, skipping 94 tick(s)
[17:25:19] [Server thread/WARN]: Pasta_Shock moved too quickly! 9.98518028269288,0.0,-1.7957741771592453
